,1stFlrSF,2ndFlrSF,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSq
2584,1392,0,None,3,1Fam,3,0,585.0,0.0,6,Unf,0.0,0.0,4,856.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,650.0,3.0,3,3,3,0,2002.0,1392,0,GasA,5,1Story,1,4,Lvl,Gtl,10000,Inside,80.0,4,20,RL,166.0,BrkFace,None,12,Mitchel,49,5,5,3,Gable,Normal,WD,0,6,1441.0,168,2002,2002,2007,2833.0
2585,1409,0,None,1,1Fam,3,0,1392.0,0.0,6,Unf,1.0,0.0,4,17.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,1,8,576.0,2.0,3,2,3,0,2002.0,1409,1,GasA,5,1Story,1,4,Lvl,Gtl,12864,CulDSac,44.0,3,20,RL,0.0,None,None,7,Mitchel,144,5,7,3,Gable,Normal,WD,145,4,1409.0,0,2002,2002,2007,2818.0
2586,1478,0,None,3,1Fam,3,0,1239.0,0.0,6,Unf,1.0,0.0,4,215.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,3,1,PConc,2,8,506.0,2.0,3,1,3,0,1991.0,1478,0,GasA,3,1Story,1,3,Lvl,Gtl,9928,CulDSac,,3,20,RL,0.0,None,None,5,Mitchel,22,5,7,3,Gable,Normal,WD,0,6,1454.0,114,1991,1992,2007,2932.0
2587,918,0,None,3,1Fam,3,0,224.0,530.0,3,GLQ,0.0,1.0,3,98.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,0,0,CBlock,1,8,360.0,1.0,3,1,3,0,1975.0,918,0,GasA,3,SLvl,0,3,Lvl,Gtl,8750,Inside,,3,80,RL,50.0,Stone,None,3,Mitchel,84,6,7,3,Gable,Normal,WD,0,4,852.0,192,1975,1975,2007,1770.0
2588,1026,0,None,2,1Fam,3,0,924.0,0.0,5,Unf,1.0,0.0,4,46.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,1,1,CBlock,1,8,528.0,2.0,3,1,3,0,1974.0,1026,0,GasA,3,SFoyer,1,3,Lvl,Gtl,8410,Corner,82.0,3,85,RL,0.0,None,None,4,Mitchel,0,6,6,3,Gable,Normal,WD,0,5,970.0,193,1974,1974,2007,1996.0
2589,1501,0,None,2,TwnhsE,3,0,949.0,0.0,6,Unf,1.0,0.0,4,552.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,3,2,BrkTil,2,8,512.0,2.0,3,3,3,0,1987.0,1501,0,GasA,5,1Story,1,4,Lvl,Gtl,4054,Inside,46.0,3,120,RL,352.0,BrkFace,None,10,Timber,0,6,7,3,Gable,Normal,WD,0,5,1501.0,240,1987,1987,2007,3002.0
2590,2279,0,None,4,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,585.0,Y,Norm,5,0,4,3,HdBoard,HdBoard,4,4,1,CBlock,2,8,461.0,2.0,3,2,3,0,1958.0,2279,1,GasA,4,1Story,1,4,Lvl,Gtl,19958,Inside,149.0,4,20,RL,1224.0,BrkFace,None,7,Timber,0,8,6,3,Hip,Normal,WD,138,7,585.0,274,1958,1995,2007,2864.0
2591,1689,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1689.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,8,433.0,2.0,3,3,3,0,2007.0,1689,0,GasA,5,1Story,1,4,HLS,Gtl,8368,Inside,67.0,3,20,RL,0.0,None,None,4,Timber,39,5,7,3,Gable,Partial,New,0,7,1689.0,100,2006,2007,2007,3378.0
2592,1564,0,None,2,1Fam,3,0,583.0,0.0,6,Unf,0.0,0.0,4,963.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,502.0,2.0,3,2,3,0,2207.0,1564,0,GasA,5,1Story,1,5,HLS,Gtl,8298,Inside,68.0,3,20,RL,,,None,9,Timber,0,5,8,3,Hip,Partial,New,0,6,1546.0,132,2006,2007,2007,3110.0
2593,1240,0,None,3,1Fam,3,0,215.0,80.0,5,BLQ,0.0,1.0,4,970.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,0,0,CBlock,2,8,528.0,2.0,3,1,3,0,1985.0,1240,0,GasA,4,1Story,1,4,Lvl,Gtl,10331,CulDSac,42.0,4,20,RL,0.0,None,None,7,Timber,0,7,7,3,Gable,Normal,WD,0,6,1265.0,232,1985,1985,2007,2505.0
2594,1312,0,None,2,1Fam,3,0,250.0,0.0,6,Unf,0.0,0.0,5,1017.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,8,471.0,2.0,3,1,3,0,2001.0,1312,0,GasA,5,1Story,1,4,Lvl,Gtl,6718,Inside,,3,20,RL,86.0,BrkFace,None,1,Timber,28,5,8,3,Gable,Normal,WD,0,5,1267.0,256,2001,2001,2007,2579.0
2595,1922,0,None,2,1Fam,3,0,1329.0,0.0,6,Unf,1.0,0.0,4,593.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,5,1,PConc,2,8,692.0,3.0,3,3,3,0,2002.0,1922,0,GasA,5,1Story,1,4,Lvl,Gtl,11305,Inside,80.0,4,20,RL,886.0,BrkFace,None,4,Timber,64,5,8,3,Hip,Normal,WD,0,6,1922.0,201,2002,2002,2007,3844.0
2596,1491,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,5,1491.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,8,571.0,2.0,3,3,3,0,1996.0,1491,0,GasA,5,1Story,1,3,Lvl,Gtl,7777,Inside,,3,20,RL,203.0,BrkFace,None,11,Timber,35,5,6,3,Gable,Normal,WD,0,7,1491.0,0,1996,1996,2007,2982.0
2597,1146,1340,None,5,1Fam,3,0,766.0,0.0,6,Unf,1.0,0.0,4,356.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,3,8,452.0,2.0,3,3,3,0,2003.0,2486,1,GasA,5,2Story,1,4,Lvl,Gtl,11800,Inside,,3,60,RL,94.0,BrkFace,None,7,Timber,32,5,7,3,Gable,Normal,WD,0,10,1122.0,143,2003,2004,2007,3608.0
2598,1824,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,5,1824.0,Y,PosA,5,0,3,5,MetalSd,MetalSd,0,4,1,PConc,2,8,932.0,3.0,3,3,3,0,2006.0,1824,0,GasA,5,1Story,1,5,HLS,Gtl,12633,Inside,85.0,3,20,RL,242.0,BrkFace,None,9,Timber,36,5,10,3,Hip,Partial,New,108,8,1824.0,160,2006,2007,2007,3648.0
2599,2034,0,None,2,1Fam,0,0,0.0,0.0,0,None,0.0,0.0,0,0.0,Y,Artery,5,0,3,3,MetalSd,MetalSd,4,0,0,CBlock,1,7,1041.0,4.0,3,2,3,0,1953.0,2034,0,GasA,5,1Story,1,3,Lvl,Gtl,43500,Inside,200.0,4,20,RL,0.0,None,None,6,Mitchel,266,5,3,1,Gable,Normal,WD,0,9,0.0,483,1953,1953,2007,2034.0
2600,936,0,None,0,TwnhsE,3,0,16.0,904.0,3,GLQ,2.0,0.0,5,0.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,0,0,PConc,0,8,460.0,2.0,3,3,3,0,1996.0,936,1,GasA,5,SFoyer,1,3,Lvl,Gtl,6710,FR3,62.0,3,120,RM,134.0,BrkFace,None,6,Mitchel,40,5,6,3,Gable,Normal,WD,0,3,920.0,0,1996,1997,2007,1856.0
2601,546,546,None,3,Twnhs,3,0,252.0,0.0,4,Unf,0.0,0.0,3,294.0,Y,Norm,5,0,3,3,CemntBd,CmentBd,0,0,0,CBlock,1,8,253.0,1.0,3,1,3,0,1972.0,1092,1,GasA,3,2Story,1,3,Lvl,Gtl,1504,Inside,21.0,4,160,RM,0.0,None,None,5,MeadowV,0,4,4,3,Gable,Normal,WD,0,5,546.0,0,1972,1972,2007,1638.0
2602,530,462,None,2,Twnhs,3,0,503.0,0.0,6,Unf,1.0,0.0,4,27.0,Y,Norm,5,0,3,3,CemntBd,CmentBd,0,0,0,CBlock,1,8,297.0,1.0,3,3,3,0,1970.0,992,0,GasA,3,SLvl,1,3,Lvl,Gtl,1533,Inside,,4,180,RM,0.0,None,None,7,MeadowV,97,5,4,3,Gable,Normal,WD,0,4,530.0,112,1970,1970,2007,1522.0
2603,546,546,None,3,TwnhsE,3,0,384.0,0.0,5,Unf,0.0,0.0,3,162.0,Y,Norm,5,0,3,3,CemntBd,CmentBd,0,0,0,CBlock,1,8,0.0,0.0,0,0,0,0,,1092,1,GasA,5,2Story,1,3,Lvl,Gtl,1495,Inside,21.0,4,160,RM,189.0,BrkFace,None,5,MeadowV,64,6,4,3,Gable,Normal,WD,0,5,546.0,0,1970,1970,2007,1638.0
2604,546,546,None,3,Twnhs,3,0,0.0,0.0,1,Unf,0.0,0.0,3,546.0,Y,Norm,5,0,3,3,CemntBd,CmentBd,2,0,0,CBlock,1,8,286.0,1.0,3,1,3,0,1976.0,1092,1,GasA,5,2Story,1,3,Lvl,Gtl,1890,Inside,21.0,4,160,RM,0.0,None,None,4,MeadowV,0,3,4,3,Gable,Normal,COD,0,6,546.0,0,1976,1976,2007,1638.0
2605,1008,0,None,1,1Fam,3,0,923.0,0.0,6,Unf,1.0,0.0,4,0.0,Y,Norm,5,0,3,3,Plywood,Plywood,3,2,1,PConc,1,8,678.0,2.0,3,3,3,0,1977.0,1008,0,GasA,3,SFoyer,1,4,Lvl,Gtl,9129,Inside,72.0,4,85,RL,144.0,BrkFace,None,7,Mitchel,66,5,5,3,Gable,Normal,WD,0,4,923.0,201,1977,1977,2007,1931.0
2606,1356,0,None,3,1Fam,3,0,1148.0,0.0,6,Unf,2.0,0.0,4,96.0,Y,Norm,5,0,3,3,HdBoard,Plywood,3,3,1,PConc,2,8,528.0,2.0,3,3,3,0,1977.0,1356,0,GasA,3,SLvl,1,3,Low,Mod,15957,Corner,,3,80,RL,0.0,None,None,9,Mitchel,0,6,6,3,Gable,Normal,WD,0,6,1244.0,1424,1977,1977,2007,2600.0
2607,1676,0,None,3,1Fam,3,0,1112.0,0.0,5,Unf,1.0,0.0,3,48.0,Y,Norm,5,0,2,3,Plywood,Plywood,4,3,2,PConc,1,5,672.0,2.0,3,2,3,0,1977.0,1676,1,GasA,3,1Story,1,4,Lvl,Gtl,33983,Inside,61.0,3,20,RL,0.0,None,None,5,Mitchel,90,6,5,2,Gable,Normal,WD,0,6,1160.0,690,1977,1994,2007,2836.0
2608,716,716,None,3,1Fam,3,0,531.0,0.0,3,Unf,1.0,0.0,4,185.0,Y,Norm,5,0,3,3,Plywood,Plywood,4,4,1,PConc,1,8,531.0,2.0,3,3,3,0,1977.0,1432,1,GasA,5,2Story,1,3,Lvl,Gtl,8286,Corner,68.0,3,60,RL,0.0,None,None,6,Mitchel,136,7,5,3,Gable,Normal,WD,240,6,716.0,0,1977,1977,2007,2148.0
2609,796,0,None,2,1Fam,3,0,796.0,0.0,6,Unf,0.0,1.0,4,0.0,Y,Norm,5,0,3,3,Wd Sdng,HdBoard,2,0,0,CBlock,1,8,0.0,0.0,0,0,0,0,,796,0,GasA,3,SFoyer,1,3,Lvl,Gtl,6723,Inside,50.0,4,85,RL,0.0,None,None,9,Mitchel,0,7,5,3,Gable,Normal,WD,0,5,796.0,129,1971,1971,2007,1592.0
2610,1608,0,None,3,1Fam,3,0,811.0,0.0,4,Unf,0.0,0.0,3,585.0,N,Norm,5,0,3,3,Plywood,Plywood,0,0,0,CBlock,1,8,444.0,1.0,2,1,3,0,1961.0,1608,0,GasA,3,1Story,1,3,Lvl,Gtl,27697,Inside,124.0,4,20,RL,198.0,,None,11,Mitchel,38,3,4,3,Shed,Abnorml,COD,0,6,1396.0,152,1961,1961,2007,3004.0
2611,1178,0,None,3,1Fam,3,0,1090.0,0.0,2,Unf,1.0,0.0,4,0.0,Y,Norm,5,0,3,3,Plywood,Plywood,3,0,0,PConc,1,8,502.0,2.0,3,1,3,0,1976.0,1178,1,GasA,3,1Story,1,3,Lvl,Gtl,11000,Corner,,2,20,RL,0.0,None,None,6,Mitchel,44,6,5,3,Gable,Normal,WD,88,6,1090.0,0,1976,2003,2007,2268.0
2612,816,0,None,2,1Fam,3,0,596.0,0.0,5,Unf,1.0,0.0,4,220.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,8,264.0,1.0,3,3,3,0,1983.0,816,0,GasA,3,1Story,1,3,Lvl,Gtl,11625,Inside,65.0,3,20,RL,0.0,None,None,5,Mitchel,0,7,5,3,Gable,Normal,WD,0,4,816.0,330,1983,1983,2007,1632.0
2613,887,0,None,3,1Fam,3,0,516.0,0.0,5,Unf,0.0,1.0,3,348.0,Y,Norm,5,0,3,3,Plywood,HdBoard,0,0,0,CBlock,1,8,288.0,1.0,3,2,3,0,1984.0,887,0,GasA,3,1Story,1,3,Lvl,Gtl,10447,Inside,62.0,4,20,RL,0.0,None,None,12,Mitchel,0,6,5,3,Gable,Normal,WD,0,5,864.0,140,1984,1984,2007,1751.0
2614,1293,0,None,2,1Fam,3,0,468.0,539.0,4,Rec,1.0,0.0,3,171.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,2,8,452.0,2.0,3,2,3,0,1954.0,1293,0,GasA,4,1Story,1,3,Lvl,Gtl,11027,Inside,,3,20,RL,28.0,Stone,None,5,NAmes,0,5,6,3,Hip,Normal,WD,0,5,1178.0,280,1954,1954,2006,2471.0
2615,1024,0,None,2,1Fam,3,0,773.0,0.0,3,Unf,1.0,0.0,3,235.0,Y,Norm,5,0,4,3,VinylSd,VinylSd,0,3,2,CBlock,1,8,313.0,1.0,3,1,3,0,1956.0,1024,0,GasA,3,1Story,1,4,Lvl,Gtl,10533,Inside,85.0,3,20,RL,244.0,BrkFace,None,8,NAmes,0,6,6,3,Hip,Normal,WD,280,5,1008.0,0,1956,1956,2006,2032.0
2616,1797,0,None,3,1Fam,3,0,1127.0,0.0,3,Unf,0.0,0.0,3,490.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,0,3,1,CBlock,1,8,963.0,3.0,3,1,3,0,1957.0,1797,1,GasA,2,1Story,1,3,Lvl,Gtl,11765,Corner,,3,20,RL,302.0,Stone,None,6,NAmes,0,5,5,3,Gable,Normal,WD,0,7,1617.0,0,1957,1957,2006,3414.0
2617,1390,0,None,1,1Fam,3,0,1110.0,0.0,5,Unf,1.0,0.0,4,595.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,0,4,2,CBlock,1,7,550.0,2.0,3,1,3,0,1957.0,1390,1,GasA,5,1Story,1,5,Low,Sev,39384,CulDSac,,3,20,RL,902.0,Stone,None,10,NAmes,189,6,6,3,Gable,Abnorml,WD,0,4,1705.0,0,1957,1957,2006,3095.0
2618,1851,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,1851.0,Y,Norm,5,0,4,3,HdBoard,HdBoard,0,3,1,CBlock,2,8,506.0,2.0,3,3,3,0,1969.0,1851,0,GasA,4,1Story,1,3,Lvl,Gtl,11727,Corner,90.0,4,20,RL,434.0,BrkFace,None,3,NAmes,146,6,7,3,Gable,Normal,WD,0,8,1851.0,0,1969,1969,2006,3702.0
2619,813,712,None,3,1Fam,3,0,700.0,0.0,6,Unf,1.0,0.0,3,113.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,8,400.0,2.0,3,3,3,0,1997.0,1525,1,GasA,5,2Story,1,3,Lvl,Gtl,8238,Inside,60.0,3,60,RL,0.0,None,None,5,Gilbert,72,5,6,3,Gable,Normal,WD,0,6,813.0,421,1997,1998,2006,2338.0
2620,781,890,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,781.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,3,1,PConc,2,8,423.0,2.0,3,3,3,0,1995.0,1671,1,GasA,4,2Story,1,3,Lvl,Gtl,13041,Inside,,2,60,RL,0.0,None,None,2,Gilbert,84,5,6,3,Gable,Normal,WD,0,7,781.0,0,1995,1995,2006,2452.0
2621,821,955,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,821.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,3,1,PConc,2,8,443.0,2.0,3,3,3,0,1996.0,1776,1,GasA,4,2Story,1,3,Lvl,Gtl,9783,Inside,54.0,3,60,RL,0.0,None,None,5,Gilbert,116,5,6,3,Gable,Normal,WD,0,7,821.0,286,1996,1996,2006,2597.0
2622,1074,990,None,4,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1074.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,527.0,2.0,3,3,3,0,2005.0,2064,1,GasA,5,2Story,1,4,HLS,Gtl,13128,CulDSac,50.0,3,60,RL,216.0,BrkFace,None,1,Gilbert,119,5,8,3,Gable,Normal,WD,0,7,1074.0,0,2005,2005,2006,3138.0
2623,1700,512,None,3,1Fam,3,0,60.0,0.0,6,Unf,1.0,0.0,4,1640.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,773.0,3.0,3,3,3,0,2006.0,2212,1,GasA,5,2Story,1,4,HLS,Gtl,13751,CulDSac,42.0,3,60,RL,248.0,BrkFace,None,5,Gilbert,38,5,7,3,Gable,Partial,New,115,9,1700.0,237,2005,2006,2006,3912.0
2624,2079,608,None,4,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,2062.0,Y,Norm,5,0,3,4,CemntBd,CmentBd,0,0,0,PConc,2,8,618.0,2.0,3,3,3,0,1994.0,2687,1,GasA,5,2Story,1,4,Lvl,Gtl,13108,Inside,68.0,3,160,RL,0.0,None,None,12,StoneBr,12,5,8,3,Gable,Normal,WD,0,9,2062.0,168,1994,1994,2006,4749.0
2625,1169,0,None,3,1Fam,3,0,705.0,0.0,6,Unf,0.0,1.0,4,455.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,3,3,1,PConc,2,8,402.0,2.0,3,3,3,0,1993.0,1169,0,GasA,4,1Story,1,3,Lvl,Gtl,8076,Inside,,3,20,RL,112.0,BrkFace,None,7,Gilbert,26,6,6,3,Gable,Normal,WD,144,6,1160.0,0,1993,1994,2006,2329.0
2626,1204,0,None,2,TwnhsE,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1191.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,2,8,461.0,2.0,3,2,3,0,1987.0,1204,0,GasA,3,1Story,1,3,Lvl,Gtl,3701,Inside,30.0,3,120,RL,0.0,None,None,8,StoneBr,70,5,8,3,Gable,Normal,WD,0,5,1191.0,120,1987,1987,2006,2395.0
2627,1414,1384,None,3,1Fam,3,0,1218.0,0.0,6,Unf,1.0,0.0,5,180.0,Y,Norm,5,0,5,4,VinylSd,VinylSd,0,4,1,PConc,3,8,670.0,3.0,3,3,3,0,2005.0,2798,1,GasA,5,2Story,1,5,HLS,Gtl,16023,CulDSac,59.0,3,60,RL,600.0,BrkFace,None,3,StoneBr,37,5,9,3,Hip,Partial,New,0,11,1398.0,182,2005,2006,2006,4196.0
2628,1528,1862,None,5,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,5,1528.0,Y,Norm,5,0,3,5,CemntBd,CmentBd,0,5,1,PConc,3,8,758.0,3.0,3,3,3,0,2006.0,3390,1,GasA,5,2Story,1,5,HLS,Gtl,18062,CulDSac,60.0,3,60,RL,662.0,BrkFace,None,9,StoneBr,34,5,10,3,Hip,Partial,New,0,10,1528.0,204,2006,2006,2006,4918.0
2629,1102,1371,None,4,1Fam,4,0,205.0,0.0,6,Unf,0.0,0.0,5,889.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,675.0,3.0,3,3,3,0,2006.0,2473,1,GasA,5,2Story,1,4,HLS,Gtl,12292,CulDSac,63.0,3,60,RL,184.0,BrkFace,None,7,StoneBr,39,5,9,3,Hip,Partial,New,0,11,1094.0,246,2006,2006,2006,3567.0
2630,1850,848,None,4,1Fam,3,0,1206.0,0.0,6,Unf,1.0,0.0,5,644.0,Y,Norm,5,0,3,5,VinylSd,VinylSd,0,4,1,PConc,2,8,736.0,3.0,3,2,3,0,2006.0,2698,1,GasA,5,2Story,1,5,Lvl,Gtl,16052,CulDSac,82.0,3,60,RL,734.0,Stone,None,7,StoneBr,0,5,10,3,Hip,Partial,New,0,11,1850.0,250,2006,2006,2006,4548.0
2631,1390,1405,None,4,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,5,1390.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,3,8,660.0,3.0,3,3,3,0,2005.0,2795,1,GasA,5,2Story,1,5,HLS,Gtl,15922,Corner,92.0,3,60,RL,550.0,BrkFace,None,1,StoneBr,102,5,9,3,Hip,Partial,New,0,10,1390.0,272,2005,2006,2006,4185.0
2632,1714,0,None,2,TwnhsE,3,0,1191.0,0.0,6,Unf,1.0,0.0,5,523.0,Y,Norm,5,0,3,4,MetalSd,MetalSd,0,4,1,PConc,2,8,517.0,2.0,3,3,3,0,2005.0,1714,0,GasA,5,1Story,1,4,HLS,Gtl,8147,Inside,60.0,4,120,RL,230.0,BrkFace,None,8,StoneBr,55,5,9,3,Hip,Normal,WD,0,7,1714.0,156,2005,2005,2006,3428.0
2633,2000,0,None,3,1Fam,3,0,1416.0,0.0,6,Unf,1.0,0.0,5,494.0,Y,Norm,5,0,3,5,VinylSd,VinylSd,0,4,2,PConc,2,8,722.0,3.0,3,1,3,0,2005.0,2000,1,GasA,5,1Story,1,5,HLS,Gtl,18261,Inside,90.0,3,20,RL,420.0,BrkFace,None,9,StoneBr,102,5,9,3,Hip,Normal,WD,123,8,1910.0,351,2005,2005,2006,3910.0
2634,1102,0,None,2,1Fam,3,0,850.0,0.0,6,Unf,1.0,0.0,4,138.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,3,1,CBlock,1,8,582.0,2.0,3,2,3,0,1980.0,1102,0,GasA,3,SFoyer,1,3,Lvl,Gtl,10464,FR3,,3,85,RL,130.0,BrkFace,None,6,NWAmes,22,6,6,3,Gable,Normal,WD,0,5,988.0,140,1980,1980,2006,2090.0
2635,945,912,None,4,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,945.0,Y,PosA,5,0,3,3,Plywood,Plywood,4,3,1,CBlock,2,8,482.0,2.0,3,2,3,0,1978.0,1857,1,GasA,3,2Story,1,3,Lvl,Gtl,10530,Inside,81.0,4,60,RL,68.0,BrkFace,None,7,NWAmes,105,5,7,3,Gable,Normal,WD,0,8,945.0,400,1978,1978,2006,2802.0
2636,1083,0,None,2,1Fam,3,0,1005.0,0.0,6,Unf,1.0,0.0,5,42.0,Y,Norm,5,40,3,4,VinylSd,Wd Shng,0,2,1,CBlock,1,8,596.0,2.0,3,2,3,0,1976.0,1083,0,GasA,3,SFoyer,1,3,Lvl,Gtl,9927,Inside,,3,85,RL,252.0,Stone,None,7,NWAmes,0,5,7,3,Gable,Normal,WD,0,5,1047.0,444,1976,1976,2006,2130.0
2637,960,1358,None,3,1Fam,3,0,788.0,0.0,5,Unf,1.0,0.0,4,172.0,Y,RRAn,5,0,3,4,VinylSd,VinylSd,0,5,1,PConc,2,8,541.0,2.0,3,3,3,0,2005.0,2318,1,GasA,5,2Story,1,4,Lvl,Gtl,9512,Inside,75.0,3,60,FV,0.0,None,None,6,Somerst,246,5,7,3,Gable,Partial,New,0,8,960.0,0,2005,2006,2006,3278.0
2638,1109,766,None,3,1Fam,2,0,548.0,0.0,5,Unf,0.0,0.0,3,127.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,3,1,CBlock,3,8,485.0,2.0,3,2,3,0,1975.0,1875,0,GasA,3,SLvl,1,4,Lvl,Gtl,10530,Inside,81.0,4,80,RL,248.0,BrkFace,None,6,NWAmes,28,6,6,3,Gable,Normal,WD,0,8,675.0,48,1975,2000,2006,2550.0
2639,1103,0,None,3,1Fam,3,0,755.0,0.0,5,Unf,0.0,0.0,3,348.0,Y,Norm,5,0,3,3,HdBoard,Plywood,2,0,0,CBlock,2,8,462.0,2.0,3,1,3,0,1974.0,1103,0,GasA,3,1Story,1,3,Lvl,Gtl,10000,Inside,80.0,4,20,RL,176.0,BrkFace,None,6,NWAmes,84,6,6,3,Gable,Normal,WD,0,6,1103.0,295,1974,1974,2006,2206.0
2640,874,0,None,3,1Fam,3,0,20.0,620.0,3,LwQ,0.0,1.0,3,224.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,8,576.0,2.0,3,1,3,0,1995.0,874,0,GasA,3,1Story,1,3,Lvl,Gtl,7200,Inside,60.0,4,20,RL,0.0,None,None,3,NAmes,0,4,4,3,Gable,Normal,WD,0,5,864.0,63,1971,1971,2006,1738.0
2641,1419,0,None,2,TwnhsE,3,0,951.0,0.0,6,Unf,1.0,0.0,4,536.0,Y,Norm,5,0,3,4,MetalSd,MetalSd,0,0,0,PConc,2,8,543.0,2.0,3,3,3,0,2002.0,1419,0,GasA,5,1Story,1,4,Lvl,Gtl,8773,FR2,26.0,2,120,RH,0.0,None,None,9,NAmes,68,5,6,3,Gable,Normal,WD,0,4,1487.0,196,2002,2002,2006,2906.0
2642,525,567,None,3,TwnhsE,3,0,0.0,0.0,1,Unf,0.0,0.0,3,525.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,8,440.0,2.0,3,1,3,0,1973.0,1092,1,GasA,3,2Story,1,3,Lvl,Gtl,2760,Inside,24.0,4,160,RM,514.0,BrkFace,None,12,BrDale,0,5,6,3,Gable,Normal,WD,0,6,525.0,0,1973,1973,2006,1617.0
2643,765,600,None,3,TwnhsE,3,0,402.0,0.0,2,Unf,0.0,0.0,3,363.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,2,1,CBlock,1,7,440.0,2.0,3,1,3,0,1973.0,1365,1,GasA,4,2Story,1,4,Lvl,Gtl,2160,Inside,24.0,4,160,RM,200.0,BrkFace,None,6,BrDale,36,6,5,3,Gable,Normal,WD,0,7,765.0,0,1973,1973,2006,2130.0
2644,494,536,None,3,Twnhs,3,0,282.0,0.0,5,Unf,0.0,0.0,3,212.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,8,264.0,1.0,3,1,3,0,1973.0,1030,1,GasA,5,2Story,1,3,Lvl,Gtl,1890,Inside,21.0,4,160,RM,380.0,BrkFace,None,7,BrDale,0,7,6,3,Gable,Normal,WD,0,6,494.0,0,1972,1972,2006,1524.0
